id,checksum,finished_at,migration_name,logs,rolled_back_at,started_at,applied_steps_count
3c882f6f-9edb-46db-8757-3fe682135c2a,faa2983412d78fa14779fcc7b311afc710aa03d27a8025ac657ea24e5ed76ac3,1762996294725,20251113011134_init,,,1762996294692,1
38aa2cba-4afb-4a38-8fc3-e0304715a756,56a68fcea74d81f24686011c1dc45aa7f97296464dd75414fafb59177b864a21,1763062443496,20251113193403_add_usuario_model,,,1763062443485,1
